"","name","type","allele1","allele2","rpkm","info"
"1150","M07E","DQA1","05:02'","05:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1151","M07E","DQB1","05:01","05:01",0.03,""
"1152","ME1","A","26:01'","24:02",193.73,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1153","ME1","C","14:02","01:02",121.03,""
"1154","ME1","DRB1","15:01'","08:02'",46.17,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1155","ME1","DQB1","06:02","06:02",15.52,""
"1156","ME1","B","51:01'","35:01",124.48,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1157","ME1","DQA1","01:03","01:03",0.43,""
"1158","MOLM16","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1159","MOLM16","DRB1","15:02","04:05'",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1160","MOLM16","B","67:02","52:01",3.61,""
"1161","MOLM16","C","12:02","12:02",39.39,""
"1162","MOLM16","A","24:02","24:02",190.74,""
"1163","MONOMAC1","B","07:02","51:01",382.02,""
"1164","MONOMAC1","C","15:02'","07:02",226.15,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1165","MONOMAC1","DQA1","01:02'","01:02",1.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1166","MONOMAC1","DQB1","05:01","03:02'",1.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1167","MONOMAC1","DRB1","01:01","11:01'",34.96,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1168","MONOMAC1","A","03:01","03:01",349.64,""
"1169","MONOMAC6","A","03:01","03:01",372.22,""
"1170","MONOMAC6","DQB1","05:01'","05:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1171","MONOMAC6","DRB1","01:01","01:01",0.6,""
"1172","MONOMAC6","C","15:02'","07:02",208.55,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1173","MONOMAC6","B","07:02","51:01",275.33,""
"1174","MUTZ3","DQB1","03:04'","05:01",1.5,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1175","MUTZ3","DQA1","01:02'","01:02",0.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1176","MUTZ3","B","44:02'","44:02",72.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1177","MUTZ3","C","04:01","07:04'",45.84,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1178","MUTZ3","DRB1","10:01","11:01'",18.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1179","MUTZ3","A","02:01","03:01",59.03,""
"1180","NB4","DQA1","05:02'","05:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1181","NB4","DQB1","05:01'","05:01",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1182","NB4","A","11:01","11:01",11.53,""
"1183","NB4","DRB1","13:09","12:02'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1184","NB4","C","04:01","03:04",75.47,""
"1185","NB4","B","40:01'","35:01",30.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1186","NOMO1","DQA1","03:02'","03:02",96.89,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1187","NOMO1","DRB1","04:05'","14:103",215.87,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1188","NOMO1","DQB1","04:01","04:01",22.26,""
"1189","NOMO1","A","26:03'","24:02",179.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1190","NOMO1","C","01:02","07:02",127.5,""
"1191","NOMO1","B","54:01","54:01",327.85,""
"1192","OCIAML2","B","18:01","15:01'",136.61,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1193","OCIAML2","DQB1","05:01","03:04'",1.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1194","OCIAML2","DRB1","01:03","04:01'",8.99,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1195","OCIAML2","DQA1","03:02'","01:02'",1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1196","OCIAML2","A","02:01","02:01",349.67,""
"1197","OCIAML2","C","03:03","07:01'",85.1,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1198","OCIAML3","B","44:02","53:01",182.69,""
"1199","OCIAML3","C","04:01","05:01",109.51,""
"1200","OCIAML3","DQB1","06:04'","06:04",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1201","OCIAML3","A","23:01","02:01",170.19,""
"1202","OCIAML3","DRB1","13:10'","14:05",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1203","OCIAML5","A","32:01'","11:01",83.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1204","OCIAML5","DRB1","07:01","14:103",25.57,""
"1205","OCIAML5","C","14:02","07:01'",117.68,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1206","OCIAML5","DQA1","02:01","02:01",1.57,""
"1207","OCIAML5","B","57:01","51:01",137.08,""
"1208","OCIAML5","DQB1","03:02'","02:02'",0.15,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1209","P31FUJ","C","14:02","08:01",561.85,""
"1210","P31FUJ","A","31:01","02:06'",267.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1211","P31FUJ","DRB1","11:02'","15:30",0.76,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1212","P31FUJ","B","48:01","51:01",470.66,""
"1213","P31FUJ","DQA1","06:01","03:02'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1214","PL21","DRB1","12:01'","09:01",0.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1215","PL21","B","13:01","40:06'",338.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1216","PL21","DQA1","05:02'","05:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1217","PL21","C","03:04'","03:04",388.9,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1218","PL21","A","24:02","26:01'",653.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1219","SIGM5","A","24:02","01:01",203.68,""
"1220","SIGM5","DRB1","04:08'","01:01'",0.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1221","SIGM5","C","15:02","15:02",128.11,""
"1222","SIGM5","DQA1","03:02'","01:02'",0.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1223","SIGM5","DQB1","06:13'","06:13",0.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1224","SIGM5","B","51:01","07:02",182.31,""
"1225","SKM1","A","33:03","02:07'",252.89,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1226","SKM1","DQA1","03:02'","01:02'",0.88,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1227","SKM1","DQB1","04:02'","06:01",0.84,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1228","SKM1","B","59:01","40:01'",315.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1229","SKM1","C","01:02","03:04'",436.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1230","SKM1","DRB1","08:03","04:05'",3.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1231","TF1","A","33:03","02:01",13.11,""
"1232","TF1","DQB1","06:07'","06:07",1.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1233","TF1","DRB1","13:02'","03:79",17.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1234","TF1","B","08:20","51:01",0.3,""
"1235","TF1","C","14:03'","01:02",12.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1236","TF1","DQA1","03:02'","01:02'",0.13,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1237","THP1","DQB1","06:13'","05:01",2.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1238","THP1","DQA1","01:02'","01:02",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1239","THP1","DRB1","01:01","15:01'",16.88,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1240","THP1","A","02:01","02:01",131.39,""
"1241","THP1","C","03:03","03:03",107.78,""
"1242","THP1","B","15:11'","15:11",141.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1243","BV173","C","12:03","03:04",161.24,""
"1244","BV173","DQA1","01:02'","01:02",0.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1245","BV173","A","30:01","02:01",142.25,""
"1246","BV173","B","18:01","15:10'",522.94,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1247","BV173","DQB1","06:03'","05:02",5.96,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1248","BV173","DRB1","16:01'","13:02'",10.88,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1249","CMLT1","C","01:02","03:04'",31.91,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1250","CMLT1","DQB1","05:02","04:01",1.31,""
"1251","CMLT1","B","46:01","40:06",15.32,""
"1252","CMLT1","DQA1","03:02'","05:02'",0.26,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1253","CMLT1","DRB1","12:01'","11:30'",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1254","CMLT1","A","26:01","26:01",8.54,""
"1255","EM2","DQA1","04:01","04:01",0.03,""
"1256","EM2","C","07:02","05:01",97.16,""
"1257","EM2","A","02:01","03:01",106.13,""
"1258","EM2","DQB1","06:02'","06:02",7.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1259","EM2","DRB1","15:01","15:01",1.58,""
"1260","EM2","B","07:02","44:02",21.28,""
"1261","JK1","A","31:01","31:01",5.73,""
"1262","JK1","DRB1","13:02'","14:05",2.37,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1263","JK1","C","03:02'","03:02",16.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1264","JK1","DQA1","05:02'","02:01",0.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1265","JK1","B","58:01","15:11'",2.06,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1266","JK1","DQB1","06:04'","06:04",0.12,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1267","JURLMK1","B","14:02'","13:02",41.79,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1268","JURLMK1","DQA1","01:02'","02:01",0.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1269","JURLMK1","DQB1","06:02'","05:01'",0.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1270","JURLMK1","C","06:02","08:02",52.89,""
"1271","JURLMK1","A","68:02","33:01",73.14,""
"1272","JURLMK1","DRB1","01:02","15:01'",8.12,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1273","K562","DRB1","03","04",NA,"Non-resolved ambiguities are reported as two digit denominations"
"1274","K562","C","03","N.:R.",NA,"Non-resolved ambiguities are reported as two digit denominations"
"1275","K562","C","05:01","03:04",1.84,""
"1276","K562","B","81:01","35:186",0.09,""
"1277","K562","DQB1","02:01","03:02",NA,""
"1278","K562","DPB1","04:01","04:02",NA,""
"1279","K562","A","11:01:01","31:01:02",NA,""
"1280","K562","A","24:02'","26:02'",0.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1281","K562","B","18","40",NA,"Non-resolved ambiguities are reported as two digit denominations"
"1282","KCL22","A","26:03'","24:02",94.85,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1283","KCL22","DQA1","05:02'","05:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1284","KCL22","DQB1","06:04'","06:04",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1285","KCL22","C","03:03","03:03",29.02,""
"1286","KCL22","B","40:06'","15:01'",18.9,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1287","KCL22","DRB1","11:01'","11:01",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1288","KYO1","A","24:02","24:02",25.35,""
"1289","KYO1","DQA1","05:02'","05:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1290","KYO1","C","01:02","01:02",12.46,""
"1291","KYO1","DQB1","04:01","04:01",5.24,""
"1292","KYO1","DRB1","03:02'","14:05",0.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1293","KYO1","B","54:01","54:01",6.53,""
"1294","LAMA84","A","02:01'","25:01",34.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1295","LAMA84","DRB1","15:01","14:103",4.18,""
"1296","LAMA84","C","12:03","05:01",28.12,""
"1297","LAMA84","B","67:02","18:01",0.87,""
"1298","LAMA84","DQB1","06:02'","06:02",0.57,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1299","MOLM6","DQA1","01:02","03:02'",1.5,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1300","MOLM6","C","12:02","03:04'",35.76,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1301","MOLM6","A","24:02","24:02",233.99,""
"1302","MOLM6","DQB1","05:03","06:01",4.37,""
"1303","MOLM6","B","40:01","52:01",64.54,""
"1304","MOLM6","DRB1","15:02'","14:05'",15.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1305","NALM1","DQA1","01:02","05:01",6.2,""
"1306","NALM1","A","33:03","02:01",95.51,""
"1307","NALM1","B","52:01","53:01",164.73,""
"1308","NALM1","C","04:01","16:01'",186.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1309","NALM1","DRB1","13:03'","12:01'",46.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1310","NALM1","DQB1","03:01","05:01",10.29,""
"1311","KU812","DRB1","14:05","10:01",0.11,""
"1312","KU812","DQB1","02:02'","06:04'",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1313","KU812","B","40:02","40:02",3.25,""
"1314","KU812","C","04:01","03:04",14.87,""
"1315","KU812","A","26:01'","24:02",4.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1316","KU812","DQA1","03:02'","03:02",0.04,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1317","NCO2","DQB1","06:01","06:01",1.46,""
"1318","NCO2","DQA1","01:03'","01:03",1.15,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1319","NCO2","DRB1","15:02'","08:03'",29.18,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1320","NCO2","B","52:01","15:01'",3.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1321","NCO2","A","24:02","24:02",60.33,""
"1322","NCO2","C","01:21","01:21",14.82,""
"1323","697","B","07:02","15:01",192.14,""
"1324","697","DQA1","01:01'","01:01",0.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1325","697","DQB1","05:01","05:01",2.09,""
"1326","697","DRB1","01:01","11:02'",24.12,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1327","697","A","25:01","02:01",129.73,""
"1328","697","C","03:03","07:02",60.2,""
"1329","KASUMI2","B","40:06","54:01",185,""
"1330","KASUMI2","C","01:02","08:01",73.26,""
"1331","KASUMI2","DQA1","03:02'","04:01",1.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1332","KASUMI2","DQB1","03:04'","03:04",0.68,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1333","KASUMI2","A","26:02'","24:02",169.66,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1334","KASUMI2","DRB1","11:01'","09:01",7.74,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1335","KOPN8","B","44:03'","44:03",311.69,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1336","KOPN8","DRB1","13:02'","03:79",231.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1337","KOPN8","DQA1","01:02","01:02",58.65,""
"1338","KOPN8","DQB1","06:04'","06:04",68.64,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1339","KOPN8","A","33:03","33:03",365.37,""
"1340","KOPN8","C","14:03'","14:03",258.84,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1341","MHHCALL2","A","03:01","03:01",301.06,""
"1342","MHHCALL2","DRB1","15:01'","13:07",114.33,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1343","MHHCALL2","B","07:02","07:02",415.82,""
"1344","MHHCALL2","DQA1","01:02","01:02",30.77,""
"1345","MHHCALL2","C","07:02","07:02",168.45,""
"1346","MHHCALL2","DQB1","06:02","06:02",93.4,""
"1347","MHHCALL3","DQA1","03:02'","02:01",8.98,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1348","MHHCALL3","C","05:01","16:01",84.71,""
"1349","MHHCALL3","B","44:02'","44:02",213.16,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1350","MHHCALL3","A","29:02","02:01",66.79,""
"1351","MHHCALL3","DRB1","04:01'","07:01",29.78,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1352","MHHCALL3","DQB1","03:04'","02:02'",1.96,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1353","MHHCALL4","C","07:02","07:02",118,""
"1354","MHHCALL4","A","24:02'","03:01",146.96,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1355","MHHCALL4","B","37:01","07:02",140.98,""
"1356","MHHCALL4","DRB1","10:01","15:01'",77.72,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1357","MHHCALL4","DQA1","01:01'","01:01",38.93,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1358","MHHCALL4","DQB1","06:13'","05:01",34.69,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1359","MUTZ5","DRB1","15:02'","13:03'",104.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1360","MUTZ5","A","30:01","30:01",278.48,""
"1361","MUTZ5","DQB1","03:01","06:01",47.66,""
"1362","MUTZ5","DQA1","01:03'","05:01",75.23,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1363","MUTZ5","C","06:02","06:02",331.04,""
"1364","MUTZ5","B","13:02","13:02",408.6,""
"1365","NALM19","DRB1","09:01","08:03'",31.82,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1366","NALM19","DQA1","01:03'","03:02'",2.77,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1367","NALM19","A","11:01","33:03",27.58,""
"1368","NALM19","DQB1","06:01","03:02'",4.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1369","NALM19","B","54:01","40:06",45.88,""
"1370","NALM19","C","15:02'","01:02",37.69,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1371","NALM6","DQA1","02:01","05:02'",4.53,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1372","NALM6","A","01:01","02:01'",24.57,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1373","NALM6","B","08:01","15:01'",87.34,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1374","NALM6","C","04:01","07:01'",61.32,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1375","NALM6","DQB1","03:03","02:01'",8.09,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1376","NALM6","DRB1","03:01'","07:01",18.31,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1377","RCHACV","A","68:01","02:01'",132.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1378","RCHACV","C","05:01","12:03",71.2,""
"1379","RCHACV","DQA1","03:02'","03:02",8.14,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1380","RCHACV","DQB1","03:09'","03:09",1.54,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1381","RCHACV","B","39:01'","44:02",143.28,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1382","RCHACV","DRB1","04:08'","14:103",14.3,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1383","REH","A","32:01'","23:01",90.43,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1384","REH","DRB1","11:01'","12:01",34.86,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1385","REH","B","50:01","35:02'",107.48,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1386","REH","C","06:02","04:01",88.93,""
"1387","REH","DQB1","03:01","03:01",6.45,""
"1388","RS411","A","03:01","32:01",38.93,""
"1389","RS411","DRB1","13:01'","03:02'",39.49,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1390","RS411","C","06:02","08:02'",32.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1391","RS411","DQB1","06:03'","03:09'",8.23,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1392","RS411","DQA1","01:03'","01:03",1.52,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1393","RS411","B","14:02'","37:01",51.47,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1394","SEM","DRB1","13:01'","03:02'",31.8,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1395","SEM","B","08:01","15:01'",91.83,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1396","SEM","DQA1","01:02'","01:02",0.97,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1397","SEM","DQB1","06:03'","03:04'",13.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1398","SEM","C","03:03","07:01'",57.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1399","SEM","A","01:01","32:01'",55.27,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1400","SUPB15","DQA1","01:02","01:02",11.27,""
"1401","SUPB15","A","03:01","11:01",265,""
"1402","SUPB15","DRB1","13:01'","01:01",45.7,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1403","SUPB15","DQB1","06:03'","05:01",18.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1404","SUPB15","C","14:02","12:02'",197.22,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1405","SUPB15","B","52:01","51:02'",300.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1406","ALLSIL","C","08:02","03:03",42.62,""
"1407","ALLSIL","A","30:02","02:01",39.51,""
"1408","ALLSIL","DQB1","06:07'","06:07",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1409","ALLSIL","DRB1","15:01'","15:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1410","ALLSIL","B","14:02'","15:01'",38.76,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1411","HPBALL","C","12:02","03:03",62.25,""
"1412","HPBALL","DRB1","15:02'","15:02",0.07,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1413","HPBALL","B","52:01","15:07'",84.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1414","HPBALL","A","24:02","24:02",411.91,""
"1415","HPBALL","DQA1","03:02'","01:02'",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1416","JURKAT","DRB1","15:01","14:01'",0.4,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1417","JURKAT","C","04:01","07:02",49.73,""
"1418","JURKAT","B","07:02","35:03",37.66,""
"1419","JURKAT","DQB1","06:11'","06:11",1.32,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1420","JURKAT","DQA1","01:02'","01:02",0.12,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1421","JURKAT","A","03:01","03:01",81.69,""
"1422","KE37","DQB1","05:01","03:02'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1423","KE37","A","30:01","11:01",121.42,""
"1424","KE37","DRB1","01:03'","11:01'",0.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1425","KE37","C","04:01","05:01",136.35,""
"1426","KE37","B","44:02","35:01",113.02,""
"1427","LOUCY","A","03:01","02:01",268.58,""
"1428","LOUCY","DQA1","03:02'","01:02'",0.08,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1429","LOUCY","B","07:02","44:02",180.06,""
"1430","LOUCY","DRB1","11:14","07:01",0.16,""
"1431","LOUCY","DQB1","06:04'","06:04",1.36,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1432","LOUCY","C","05:01","07:02",88.47,""
"1433","MOLT13","DRB1","11:30'","14:121",0.02,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1434","MOLT13","B","49:01","55:01",5.82,""
"1435","MOLT13","DQA1","01:02'","03:02'",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1436","MOLT13","C","07:06'","03:03",19.86,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1437","MOLT13","A","69:01","11:01",6.43,""
"1438","MOLT13","DQB1","06:07'","05:01'",0.31,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1439","MOLT16","DRB1","15:03'","11:19'",0.25,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1440","MOLT16","A","23:01","30:02",376.34,""
"1441","MOLT16","DQB1","06:02","06:02",2.25,""
"1442","MOLT16","B","14:02'","14:02",492.67,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1443","MOLT16","DQA1","01:02'","02:01",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1444","MOLT16","C","08:02","08:02",198.79,""
"1445","P12ICHIKAWA","DRB1","11:01'","11:01",0.05,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1446","P12ICHIKAWA","B","54:01","52:01",5.84,""
"1447","P12ICHIKAWA","C","01:02","01:02",37.25,""
"1448","P12ICHIKAWA","A","24:02","02:01",35.91,""
"1449","PEER","C","04:01","04:01",53.56,""
"1450","PEER","A","23:01","24:02'",68.7,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1451","PEER","B","44:03'","35:02'",3.38,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1452","PEER","DQA1","01:02'","01:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1453","PF382","DRB1","03:05'","12:27",0.23,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1454","PF382","DQB1","03:04'","02:02'",0.35,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1455","PF382","A","01:01","11:01",109.12,""
"1456","PF382","C","05:01","07:06'",62.41,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1457","PF382","B","08:01","44:02",112.16,""
"1458","RPMI8402","A","01:01","29:01'",88.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1459","RPMI8402","DRB1","11:13","01:02",0.03,""
"1460","RPMI8402","C","15:05'","12:03",43.2,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
"1461","RPMI8402","DQA1","05:02'","05:02",0.03,"Ambiguity on 4 digit level. Chosen allele had the highest number of reads"
